Code,Name,Country,Exchange,Currency,Type,Isin
LTS-P-A,Ladenburg Thalmann Financial Services Inc 8.00% Series A Cumulative Redeemable Preferred Stock Liquidation Preference $25.00 per share,USA,NYSE MKT,USD,Preferred Stock,
LTS-PA,Ladenburg Thalmann Financial Services Inc,USA,NYSE MKT,USD,Preferred Stock,
LTSA,Ladenburg Thalmann Financial Services Inc,USA,PINK,USD,Common Stock,
LTSC,Lightscape Technologies Inc,USA,PINK,USD,Common Stock,US53227B2007
LTSCD,Lightscape Technologies Inc,USA,PINK,USD,Common Stock,
LTSCX,ALLIANCEBERNSTEIN 2005 RETIREMENT STRATEGY CLASS C,USA,NMFQS,USD,FUND,
LTSDS,LTSDS,USA,OTCGREY,USD,Common Stock,
LTSEX,PRINCIPAL LIFETIME 2035 FUND R-4,USA,NMFQS,USD,FUND,US7425538292
LTSF,Ladenburg Thalmann Financial Services Inc. 7.00% SN NT 28,USA,PINK,USD,Notes,
LTSGX,PRINCIPAL LIFETIME 2015 FUND R-1,USA,NMFQS,USD,FUND,US7425531008
LTSH,Ladenburg Thalmann Financial Se,USA,PINK,USD,Common Stock,US50575Q5080
LTSIX,ALLIANCEBERNSTEIN 2040 RETIREMENT STRATEGY CLASS I,USA,NMFQS,USD,FUND,
LTSK,Ladenburg Thalmann Financial Services Inc 7.25% Senior Notes due 2028,USA,PINK,USD,Notes,
LTSKX,ALLIANCEBERNSTEIN 2040 RETIREMENT STRATEGY CLASS K,USA,NMFQS,USD,FUND,
LTSL,Ladenburg Thalmann Financial Services Inc. 6.50% NT 27,USA,PINK,USD,Notes,
LTSLX,PRINCIPAL LIFETIME 2015 FUND R-4,USA,NMFQS,USD,FUND,US7425534077
LTSN,Quantum Capital Inc,USA,PINK,USD,Common Stock,
LTSNX,PRINCIPAL LIFETIME 2025 FUND R-1,USA,NMFQS,USD,FUND,US7425537047
LTSRX,ALLIANCEBERNSTEIN 2040 RETIREMENT STRATEGY CLASS R,USA,NMFQS,USD,FUND,
LTSSF,Lotus Bakeries NV,USA,OTCMKTS,USD,Common Stock,
LTSV,LTSV,USA,PINK,USD,Common Stock,
LTSXX,LTSXX,USA,NMFQS,USD,FUND,
LTSY,Litian Group Inc,USA,PINK,USD,Common Stock,
LTTC,Lattice Incorporated,USA,PINK,USD,Common Stock,US5184141076
LTTES,LTTES,USA,OTCGREY,USD,Common Stock,
LTTGF,LottoGopher Holdings Inc,USA,PINK,USD,Common Stock,
LTTHF,Learning Technologies Group plc,USA,PINK,USD,Common Stock,
LTTMX,QS GLOBAL DIVIDEND FUND CLASS I,USA,NMFQS,USD,FUND,US52471R6062
LTTSF,Lotus Ventures Inc,USA,PINK,USD,Common Stock,
LTUBX,THORNBURG LIMITED TERM U.S. GOVERNMENT FUND THORNBURG LIMITED TERM U.S. GOVERNMENT FUND - CLASS B,USA,NMFQS,USD,FUND,
LTUC,Little Sioux Corn Processors L.L.C,USA,OTCGREY,USD,Common Stock,
LTUS1,Garden Fresh Restaurant Corp,USA,NASDAQ,USD,Common Stock,
LTUU,Little Sioux Corn Processors L.L.C,USA,OTCGREY,USD,Common Stock,
LTUX,Little Sioux Corn Processors L.L.C,USA,OTCGREY,USD,Common Stock,
LTVCQ,Ltv Corp,USA,NASDAQ,USD,Common Stock,
LTVIX,PRINCIPAL LIFETIME 2035 FUND R-2,USA,NMFQS,USD,FUND,US7425538458
LTWAX,ALLIANCEBERNSTIEN 2055 RETIREMENT STRATEGY CLASS A,USA,NMFQS,USD,FUND,
LTWBX,ALLIANCEBERNSTIEN 2055 RETIREMENT STRATEGY CLASS B,USA,NMFQS,USD,FUND,
LTWC,LTWC Corporation,USA,OTCBB,USD,Common Stock,
LTWCX,ALLIANCEBERNSTIEN 2055 RETIREMENT STRATEGY CLASS C,USA,NMFQS,USD,FUND,
LTWIX,ALLIANCEBERNSTIEN 2055 RETIREMENT STRATEGY CLASS I,USA,NMFQS,USD,FUND,
LTWKX,ALLIANCEBERNSTIEN 2055 RETIREMENT STRATEGY CLASS K,USA,NMFQS,USD,FUND,
LTWO,Learn2 Com Inc,USA,NASDAQ,USD,Common Stock,
LTWRX,ALLIANCEBERNSTIEN 2055 RETIREMENT STRATEGY CLASS R,USA,NMFQS,USD,FUND,
LTWVX,ALLIANCEBERNSTIEN 2055 RETIREMENT STRATEGY ADVISOR CLASS,USA,NMFQS,USD,FUND,
LTXB,LegacyTexas Financial Group Inc,USA,NASDAQ,USD,Common Stock,US52471Y1064
LTXBX,LIMITED TERM TAX EXEMPT BOND FUND OF AMERICA CLASS B,USA,NMFQS,USD,FUND,
LTXC,LTX-Credence Corp,USA,NASDAQ,USD,Common Stock,
LTXFF,Labrador Technologies Inc. - Ordinary Shares,USA,OTCMKTS,USD,Common Stock,
LUB,Lubys Inc,USA,NYSE,USD,Common Stock,US5492821013
LUCAF,Lucas Bols N.V,USA,PINK,USD,Common Stock,
LUCC,Luca Inc,USA,OTCCE,USD,Common Stock,US54928U1097
LUCIX,Legal & General U.S. Credit Fund Institutional Class,USA,NMFQS,USD,Mutual Fund,
LUCK_old,Lucky Cement Ltd,USA,NYSE,USD,Common Stock,US10258P1021
LUCRA,Lucor Inc,USA,NASDAQ,USD,Common Stock,
LUCY_old,Lucille Farms Inc,USA,NASDAQ,USD,Common Stock,
LUEIX,Martin Currie Int'l Unconstrained Equity,USA,NMFQS,USD,FUND,US52471E5895
LUFFD,Herbal Dispatch Inc,USA,PINK,USD,Common Stock,
LUFIX,Martin Currie Int'l Unconstrained Equity,USA,NMFQS,USD,FUND,US52471E5630
LUFK,Lufkin Industries Inc,USA,NASDAQ,USD,Common Stock,
LUG,LUG,USA,US,USD,Common Stock,
LUISX,Martin Currie Int'l Unconstrained Equity,USA,NMFQS,USD,FUND,US52471E5713
LUK,Leucadia National Corporation,USA,NYSE,USD,Common Stock,US5272881047
LUKOY,NK Lukoil PAO ADR,USA,OTCCE,USD,Common Stock,US69343P1057
LUMAF,Lumina Gold Corp,USA,PINK,USD,Common Stock,
LUMCQ,LUMINENT MORTGAGE CAPITAL INC,USA,NYSE,USD,Common Stock,
LUME,Lumenis Ltd,USA,NASDAQ,USD,Common Stock,
LUMI,Bank Leumi Le-Israel BM,USA,NASDAQ,USD,Common Stock,
LUMIF,Luminex Resources Corp,USA,PINK,USD,Common Stock,
LUMO,Lumos Pharma Inc,USA,NASDAQ,USD,Common Stock,US55028X1090
LUMT,Luminant Worldwide Corp,USA,NASDAQ,USD,Common Stock,
LUN,LUN,USA,NYSE,USD,Common Stock,
LUNCF,LUNDIN MINING CORP,USA,PINK,USD,Common Stock,
LUND,Lund International Holdings Inc,USA,NASDAQ,USD,Common Stock,
LUNE,Lundin Energy AB,USA,NYSE,USD,Common Stock,
LUNR_old,Lunar Corp,USA,NASDAQ,USD,Common Stock,
LUNRW,Intuitive Machines Inc.,USA,NASDAQ,USD,Common Stock,
LUPAQ,Lupatech S.A,USA,PINK,USD,Common Stock,
LUPEY,Lundin Energy AB,USA,PINK,USD,Common Stock,
LUPGF,LoopUp Group plc,USA,PINK,USD,Common Stock,
LURAF,Labrador Uranium Inc,USA,OTCQB,USD,Common Stock,
LUSA,Life Usa Holding Inc,USA,NASDAQ,USD,Common Stock,
LUSAX,QS U.S. SMALL CAPITALIZATION EQUITY FUND CLASS A2,USA,NMFQS,USD,FUND,US52471E2090
LUSI,MMA Global Inc,USA,PINK,USD,Common Stock,
LUSID,MMA Global Inc,USA,PINK,USD,Common Stock,
LUSIX,The Lazard Funds Inc. - Lazard US Systematic Small Cap Equity Portfolio,USA,NMFQS,USD,FUND,
LUSOX,The Lazard Funds Inc. - Lazard US Systematic Small Cap Equity Portfolio,USA,NMFQS,USD,Mutual Fund,
LUTBX,COLUMBIA U.S. TREASURY INDEX FUND COLUMBIA U.S. TREASURY INDEX FUND CLASS B,USA,NMFQS,USD,FUND,
LUTCX,COLUMBIA U.S. TREASURY INDEX FUND COLUMBIA U.S. TREASURY INDEX FUND CLASS C,USA,NMFQS,USD,FUND,US19765N6250
LUVE,Prince Mexico SA Inc,USA,PINK,USD,Common Stock,
LUX,Tema ETF Trust - Tema Luxury ETF,USA,NYSE ARCA,USD,ETF,UST6444Z1023
LUXA,Lux Health Tech Acquisition Corp,USA,NASDAQ,USD,Common Stock,US55068A1007
LUXAU,Lux Health Tech Acq Corp,USA,NASDAQ,USD,Common Stock,US55068A2096
LUXAW,Lux Health Tech Acquisition Corp,USA,NASDAQ,USD,Common Stock,
LUXE_old,Emles Luxury Goods ETF,USA,NYSE,USD,ETF,US2913618896
LUXFD,Luxxfolio Holdings Inc.,USA,PINK,USD,Common Stock,
LUXGF,Luxottica Group S.p.A,USA,PINK,USD,Common Stock,
LUXH,LuxUrban Hotels Inc.,USA,PINK,USD,Common Stock,US21985R1059
LUXHP,LuxUrban Hotels Inc. 13.00% Series A Cumulative Redeemable Preferred Stock,USA,PINK,USD,Preferred Stock,US21985R2040
LUXI,Hestia Insight Inc,USA,PINK,USD,Common Stock,
LUXTY,Luxottica Group S.p.A,USA,PINK,USD,Common Stock,
LUXX,Listed Funds Trust - Roundhill S&P Global Luxury ETF,USA,NYSE ARCA,USD,ETF,
LUXY,Cinemastar Luxury Theaters Inc,USA,NASDAQ,USD,Common Stock,
LVAC,LAVA Medtech Acquisition Corp,USA,NASDAQ,USD,Common Stock,US5193451029
LVACU,Lava Medtech Acquisition Corp Unit,USA,NASDAQ,USD,Common Stock,US5193452019
LVACW,LAVA Medtech Acquisition Corp. Warrants,USA,NASDAQ,USD,Common Stock,
LVATX,Lord Abbett Value Opportunities Fund,USA,NMFQS,USD,FUND,
LVB,Steinway Musical Instruments Inc,USA,NYSE,USD,Common Stock,
LVBX,LevelBlox Inc,USA,OTCCE,USD,Common Stock,
LVC,Lillian Vernon Corp,USA,NYSE,USD,Common Stock,
LVCA,Lake Victoria Mining,USA,PINK,USD,Common Stock,US5110821098
LVCC,Las Vegas Central Reservations Corp,USA,OTCCE,USD,Common Stock,
LVCI,Laser Vision Centers Inc,USA,NASDAQ,USD,Common Stock,
LVCIX,LORD ABBETT CALIBRATED LARGE CAP VALUE FUND CLASS I,USA,NMFQS,USD,FUND,
LVCLY,Living Cell Technologies Ltd,USA,OTCQB,USD,Common Stock,US53838R1077
LVCNF,Leviathan Natural Products Inc,USA,OTCQB,USD,Common Stock,
LVEGF,Love Group Global Ltd,USA,PINK,USD,Common Stock,
LVEN,LVEN,USA,OTCBB,USD,Common Stock,
LVEN1,Las Vegas Entertainment Network Inc,USA,NASDAQ,USD,Common Stock,
LVER,Lever Global Corporation,USA,OTCQB,USD,Common Stock,
LVGID,Limitless Venture Group Inc,USA,PINK,USD,Common Stock,
LVGO,Livongo Health Inc,USA,NASDAQ,USD,Common Stock,US5391831030
LVHB,Innovator Lunt Low Vol/High Beta Tactical ETF,USA,BATS,USD,ETF,US45783G1022
LVHE,Legg Mason Emerging Markets Low Volatility High Dividend ETF,USA,BATS,USD,ETF,US52468L6048
LVID,Leitch Technology Corp,USA,NYSE,USD,Common Stock,
LVIFF,NutryFarm International Limited,USA,OTCGREY,USD,Common Stock,
LVIN,Hartford Multifactor Low Volatility International Equity ETF,USA,BATS,USD,ETF,US5184166073
LVISF,Levi Strauss Japan Kabushiki Kaisha,USA,OTCGREY,USD,Common Stock,
LVJYS,LVJYS,USA,OTCGREY,USD,Common Stock,
LVL,Invesco S&P Global Dividend Opportunities Index ETF,USA,NYSE ARCA,USD,ETF,US18383M8608
LVLAX,INVESCO LOW VOLATILITY EMERGING MARKETS FUND CLASS A,USA,NMFQS,USD,FUND,US00888Y4668
LVLCX,INVESCO LOW VOLATILITY EMERGING MARKETS FUND CLASS C,USA,NMFQS,USD,FUND,US00888Y4585
LVLFX,INVESCO LOW VOLATILITY EMERGING MARKETS FUND CLASS R5,USA,NMFQS,USD,FUND,US00888Y4254
LVLRX,INVESCO LOW VOLATILITY EMERGING MARKETS FUND CLASS R,USA,NMFQS,USD,FUND,US00888Y4411
LVLSX,INVESCO LOW VOLATILITY EMERGING MARKETS FUND CLASS R6,USA,NMFQS,USD,FUND,US00888Y4171
LVLT,Level 3 Communications Inc,USA,NYSE,USD,Common Stock,
LVLV,Level Vision Electronics Ltd,USA,OTCCE,USD,Common Stock,
LVLYX,INVESCO LOW VOLATILITY EMERGING MARKETS FUND CLASS Y,USA,NMFQS,USD,FUND,US00888Y4338
LVMAX,LORD ABBETT CALIBRATED MID CAP VALUE FUND CLASS A,USA,NMFQS,USD,FUND,US54400M8230
LVMCX,LORD ABBETT CALIBRATED MID CAP VALUE FUND CLASS C,USA,NMFQS,USD,FUND,
LVMFX,LORD ABBETT CALIBRATED MID CAP VALUE FUND CLASS F,USA,NMFQS,USD,FUND,
LVMHX,Lord Abbett Calibrated Mid Cap Value R6,USA,NMFQS,USD,FUND,
LVMIX,LORD ABBETT CALIBRATED MID CAP VALUE FUND CLASS I,USA,NMFQS,USD,FUND,
LVMOX,Lord Abbett Calibrated Mid Cap Value Cl,USA,NMFQS,USD,FUND,
LVMQX,LORD ABBETT CALIBRATED MID CAP VALUE FUND CLASS R2,USA,NMFQS,USD,FUND,
LVMRX,LORD ABBETT CALIBRATED MID CAP VALUE FUND CLASS R3,USA,NMFQS,USD,FUND,
LVMSX,Lord Abbett Calibrated Mid Cap Value R4,USA,NMFQS,USD,FUND,
LVMTX,Lord Abbett Calibrated Mid Cap Value R5,USA,NMFQS,USD,FUND,
LVNSD,Leonovus Inc,USA,OTCGREY,USD,Common Stock,
LVNSF,LeoNovus Inc,USA,PINK,USD,Common Stock,CA5266813099
LVNTA,Liberty Ventures,USA,NASDAQ,USD,Common Stock,US53071M1045
LVNTB,Liberty Ventures,USA,NASDAQ,USD,Common Stock,US53071M8644
LVNVF,Levon Resources Ltd,USA,OTCQX,USD,Common Stock,
LVOBX,LORD ABBETT VALUE OPPORTUNITIES FUND CLASS B,USA,NMFQS,USD,FUND,
LVOL,American Century Low Volatility ETF,USA,NYSE ARCA,USD,ETF,US0250725134
LVOPP,LiveOne Inc. 9.0% Series A Cumulative Perpetual Preferred Stock,USA,NASDAQ,USD,Common Stock,
LVOX,LiveVox Holdings Inc,USA,NASDAQ,USD,Common Stock,US53838L1008
LVOXU,LiveVox Holdings Inc Unit,USA,NASDAQ,USD,Unit,US53838L2097
LVOXW,LiveVox Holding Inc,USA,NASDAQ,USD,Common Stock,
LVRA,Levere Holdings Corp,USA,NASDAQ,USD,Common Stock,KYG5462L1068
LVRAU,Levere Holdings Corp Unit,USA,NASDAQ,USD,Common Stock,KYG5462L1142
LVRAW,Levere Holdings Corp,USA,NASDAQ,USD,Common Stock,
LVROW,Lavoro Limited Warrant,USA,NASDAQ,USD,Common Stock,KYG5391L1023
LVRP,Liverpool Group Inc,USA,OTCGREY,USD,Common Stock,
LVSB,Lakeview Financial Corp,USA,NASDAQ,USD,Common Stock,
LVSDF,Lai Sun Development Company Limited,USA,PINK,USD,Common Stock,
LVSMX,SUMMIT GLOBAL INVESTMENTS SMALL CAP LOW VOLATILITY FUND RETAIL CLASS,USA,NMFQS,USD,FUND,US74925K2767
LVSYF,Lever Style Corporation,USA,PINK,USD,Common Stock,
LVTSF,LiveTiles Limited,USA,PINK,USD,Common Stock,
LVTTF,Levitee Labs Inc,USA,PINK,USD,Common Stock,
LVTX,LAVA Therapeutics NV,USA,NASDAQ,USD,Common Stock,NL0015000AG6
LVUS,Hartford Multifactor Low Volatility US Equity ETF,USA,BATS,USD,ETF,US5184167063
LVVP,Lightstone Value Plus Real Estate Investment Trust V Inc,USA,OTCGREY,USD,Common Stock,
LVVR,Lightstone Value Plus Real Estate Investment Trust III Inc,USA,OTCGREY,USD,Common Stock,
LVWJS,Landa App LLC,USA,OTCGREY,USD,Common Stock,
LVXFD,Leviathan Gold Ltd.,USA,OTCQB,USD,Common Stock,
LVXI,Maptelligent Inc,USA,PINK,USD,Common Stock,
LVXID,Maptelligent Inc,USA,PINK,USD,Common Stock,
LWAC,LightWave Acquisition Corp. Class A Ordinary Shares,USA,NASDAQ,USD,Common Stock,US54015L1035
LWACU_old,Locust Walk Acquisition Corp,USA,NASDAQ,USD,Common Stock,US54015L3015
LWACW,LightWave Acquisition Corp. Warrants,USA,NASDAQ,USD,Common Stock,
LWAXX,LWAXX,USA,NMFQS,USD,FUND,
LWC,SPDR Blmbg Barclays LT Corp Bd ETF,USA,NYSE ARCA,USD,ETF,US78464A3674
LWDEF,Lakewood Exploration Inc,USA,PINK,USD,Common Stock,
LWEAX,WESTERN ASSET EMERGING MARKETS DEBT FUND CLASS A,USA,NMFQS,USD,FUND,US52469L6948
LWECX,WESTERN ASSET EMERGING MARKETS DEBT FUND CLASS C1,USA,NMFQS,USD,FUND,
LWEL,Luckwel Pharmaceuticals Inc,USA,OTCGREY,USD,Common Stock,US54959L1017
LWGOX,WESTERN ASSET GLOBAL HIGH YIELD BOND FUND CLASS C,USA,NMFQS,USD,FUND,US52468A7981
LWGSX,WESTERN ASSET GLOBAL HIGH YIELD BOND FUND CLASS IS,USA,NMFQS,USD,FUND,US52468A7239
LWIN,Leap Wireless International Inc,USA,NASDAQ,USD,Common Stock,
LWISX,WESTERN ASSET EMERGING MARKETS DEBT FUND CLASS IS,USA,NMFQS,USD,FUND,US52469L6781
LWLCF,Equinox Gold Corp,USA,PINK,USD,Common Stock,
LWLDF,LWLDF,USA,OTCGREY,USD,ETF,
LWLLF,JDL Gold Corp Wt Exp 10/04/2021,USA,OTCMKTS,USD,Common Stock,
LWLW,Longwen Group Corp,USA,PINK,USD,Common Stock,US5433561090
LWN,Loewen Group Inc,USA,NYSE,USD,Common Stock,
LWNTF,Languageware Net Co Ltd,USA,NASDAQ,USD,Common Stock,
LWOAX,LEGG MASON BW INTERNATIONAL OPPORTUNITIES BOND FUND CLASS A,USA,NMFQS,USD,FUND,US5246866561
LWOCX,LEGG MASON BW INTERNATIONAL OPPORTUNITIES BOND FUND CLASS C1,USA,NMFQS,USD,FUND,US5246866496
LWOFX,LEGG MASON BW INTERNATIONAL OPPORTUNITIES BOND FUND CLASS FI,USA,NMFQS,USD,FUND,US5246863006
LWOIX,LEGG MASON BW INTERNATIONAL OPPORTUNITIES BOND FUND CLASS I,USA,NMFQS,USD,FUND,US5246864095
LWORX,LEGG MASON BW INTERNATIONAL OPPORTUNITIES BOND FUND CLASS R,USA,NMFQS,USD,FUND,US5246866314
LWPE,Russell Low P/E ETF,USA,NYSE,USD,ETF,
LWSAX,LORD ABBETT GROWTH & INCOME STRATEGY FUND CLASS A,USA,NMFQS,USD,FUND,US5439166134
LWSBX,LORD ABBETT GROWTH & INCOME STRATEGY FUND CLASS B,USA,NMFQS,USD,FUND,
LWSCX,LORD ABBETT GROWTH & INCOME STRATEGY FUND CLASS C,USA,NMFQS,USD,FUND,
LWSIY,LWSIY,USA,PINK,USD,Common Stock,US53958C1045
LWSL,Lottery Wagerng Sltns Inc,USA,OTCMKTS,USD,Common Stock,
LWSMX,Western Asset Municipal High Inc SMASh,USA,NMFQS,USD,FUND,
LWSN,Lawson Software Inc,USA,NASDAQ,USD,Common Stock,
LWSOF,Lawson Inc,USA,PINK,USD,Common Stock,
LWSPX,LORD ABBETT GROWTH & INCOME STRATEGY FUND CLASS P,USA,NMFQS,USD,FUND,
LWSYX,LORD ABBETT GROWTH & INCOME STRATEGY FUND CLASS I,USA,NMFQS,USD,FUND,
LWWUS,LWWUS,USA,OTCGREY,USD,Common Stock,
LXAM,Lux Amber Corp,USA,PINK,USD,Common Stock,
LXEEF,Luxempart,USA,PINK,USD,Common Stock,
LXFT,Luxoft Holding Inc,USA,NYSE,USD,Common Stock,VGG572791041
LXILF,LXI REIT plc,USA,PINK,USD,Common Stock,
LXK,Lexmark International Inc,USA,NYSE,USD,Common Stock,
LXLLF,Eureka 93 Inc,USA,OTCGREY,USD,Common Stock,
LXMO,Lexington B & L Fin,USA,PINK,USD,Common Stock,
LXNT,Lexent Inc,USA,NASDAQ,USD,Common Stock,
LXORF,LXORF,USA,OTCGREY,USD,ETF,
LXR,Lxr Biotechnology Inc,USA,NYSE MKT,USD,Common Stock,
LXRBF,Investeringsselskabet Luxor A/S,USA,OTCGREY,USD,Common Stock,
LXRCF,LXRCF,USA,OTCGREY,USD,ETF,
LXRP,Lexaria Bioscience Corp,USA,OTCQX,USD,Common Stock,
LXRRF,Luxor Industrial Corporation,USA,PINK,USD,Common Stock,US55068L1061
LXS,LXS,USA,US,USD,Common Stock,
LXSGF,Labixiaoxin Snacks Group Ltd ,USA,OTCBB,USD,Common Stock,
LXU1,LXU Healthcare Inc,USA,NYSE,USD,Common Stock,
LXWKF,LEGUMEX WALKER,USA,PINK,USD,Common Stock,
LXXGF,Lexagene Holdings Inc,USA,OTCQB,USD,Common Stock,CA52886L1031
LXXGQ,LexaGene Holdings Inc.,USA,PINK,USD,Common Stock,
LYC,LYC,USA,US,USD,Common Stock,
LYDIF,Lydian International Limited,USA,PINK,USD,Common Stock,JE00B29LFF73
LYFE,2ndVote Life Neutral Plus ETF,USA,BATS,USD,ETF,US50248H1095
LYFX,Tradr 2X Long LYFT Daily ETF,USA,BATS,USD,ETF,
LYG-PA,Lloyds Banking Group plc,USA,NYSE,USD,Preferred Stock,
LYL,Dragon Victory International Ltd,USA,NASDAQ,USD,Common Stock,KYG283651076
LYLP,LoyaltyPoint Inc,USA,OTCCE,USD,Common Stock,
LYLT,Loyalty Ventures Inc,USA,NASDAQ,USD,Common Stock,US54911Q1076
LYLTQ,Loyalty Ventures Inc.,USA,PINK,USD,Common Stock,
LYLTV,Loyalty Ventures Inc. Common Stock When Issued,USA,NASDAQ,USD,Common Stock,
LYMFF,LYMFF,USA,OTCGREY,USD,ETF,
LYNS,Lightyear Network Solutions Inc,USA,OTCBB,USD,Common Stock,
LYNXD,Lynx Therapeutics Inc,USA,NASDAQ,USD,Common Stock,
LYO,Lyondell Chemical Co,USA,NASDAQ,USD,Common Stock,
LYRDX,LYRICAL U.S. HEDGED VALUE FUND INVESTOR CLASS,USA,NMFQS,USD,FUND,
LYRHX,LYRICAL U.S. HEDGED VALUE FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,
LYRI,Lyris Inc,USA,NYSE,USD,Common Stock,
LYRTF,Cirrus Networks Holdings Limited,USA,OTCGREY,USD,Common Stock,
LYRVX,Lyrical International Value Equity Fund A Class,USA,NMFQS,USD,Mutual Fund,
LYRZX,Lyrical International Value Equity Fund C Class,USA,NMFQS,USD,Mutual Fund,
LYSGF,Lysogene S.A,USA,PINK,USD,Common Stock,
LYT,Lytus Technologies Holdings PTV. Ltd. Common Shares,USA,NASDAQ,USD,Common Stock,VGG5851A1333
LYWMU,Lyon William Ut,USA,PINK,USD,Common Stock,
LYXEF,Multi Units France - Lyxor Euro Stoxx 50 (DR) UCITS ETF,USA,OTCGREY,USD,ETF,
LYXGF,LYXGF,USA,OTCGREY,USD,ETF,
LYXIF,Lyxor Daily Double Short BUND UCITS ETF,USA,OTCGREY,USD,ETF,
LYXMF,Lyxor UCITS ETF Euro Stoxx 50,USA,OTCGREY,USD,ETF,
LYXRF,Lyxor CAC 40 (DR) UCITS ETF,USA,OTCGREY,USD,ETF,
LYYXF,LYYXF,USA,OTCGREY,USD,ETF,
LZ_old,LZ,USA,NASDAQ,USD,Common Stock,US52466B1035
LZDLF,Luz del Sur S.A.A,USA,OTCGREY,USD,Common Stock,
LZENF,Lizhan Environmental Corporation,USA,PINK,USD,Common Stock,KYG553291090
LZGIX,LAZARD GLOBAL FIXED INCOME PORTFOLIO INSTITUTIONAL SHARES,USA,NMFQS,USD,FUND,US52106N2936
LZGOX,LAZARD GLOBAL FIXED INCOME PORTFOLIO OPEN SHARES,USA,NMFQS,USD,FUND,US52106N2852
LZMIX,LAZARD US MID CAP EQUITY PORTFOLIO INSTITUTIONAL SHARES,USA,NMFQS,USD,FUND,
LZMOX,LAZARD US MID CAP EQUITY PORTFOLIO OPEN SHARES,USA,NMFQS,USD,FUND,
LZR,Emergent Group Inc,USA,NYSE,USD,Common Stock,
LZRD,Parabla Innovation ETF,USA,NASDAQ,USD,ETF,US84858T8716
MAAAX,MAINSTAY EPOCH U.S. ALL CAP FUND CLASS A,USA,NMFQS,USD,FUND,US56063J4278
MAAC,Montes Archimedes Acquisition Corp,USA,NASDAQ,USD,Common Stock,BMG762791017
MAACU,Montes Archimedes Acquisition Corp,USA,NASDAQ,USD,Common Stock,US6126572055
MAACW,Montes Archimedes Acquisition Corp,USA,NASDAQ,USD,Common Stock,
MAACX,MADISON AGGRESSIVE ALLOCATION FUND AGGRESSIVE ALLOCATION FUND CLASS C,USA,NMFQS,USD,FUND,US5574925500
MAADX,Morgan Stanley Institutional Fund Trust Dynamic Value Portfolio,USA,NMFQS,USD,FUND,
MAAFF,MagIndustries Corp,USA,OTCCE,USD,Common Stock,CA55917T1021
MAAIX,MERK ABSOLUTE RETURN CURRENCY FUND INSTITUTIONAL SHARE CLASS,USA,NMFQS,USD,FUND,US34984T4931
MAAOX,Morgan Stanley Institutional Fund Trust Dynamic Value Portfolio Class C,USA,NMFQS,USD,FUND,
MAAQ,Mana Capital Acquisition Corp,USA,NASDAQ,USD,Common Stock,US56168P1049
MAAQR,Mana Capital Acquisition Corp. Rights,USA,NASDAQ,USD,Common Stock,
MAAQU,Mana Capital Acquisition Corp Unit,USA,NASDAQ,USD,Common Stock,US56168P2039
MAAQW,Mana Capital Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
MAAQX,Morgan Stanley Institutional Fund Trust Dynamic Value Portfolio Class I,USA,NMFQS,USD,FUND,
MAASF,Matas A/S,USA,PINK,USD,Common Stock,
MAAUX,Morgan Stanley Institutional Fund Trust Dynamic Value Portfolio Class A,USA,NMFQS,USD,FUND,
MAAWX,Morgan Stanley Institutional Fund Inc. - U.S. Focus Real Estate Portfolio,USA,NMFQS,USD,FUND,
MAAX,VanEck Muni Allocation ETF,USA,BATS,USD,ETF,US92189H5081
MAAYX,Morgan Stanley U.S. Focus Real Estate Portfolio Class A,USA,NMFQS,USD,FUND,
MAB,Eaton Vance Massachusetts Municipal Bond Fund,USA,AMEX,USD,ETF,US27828K1088
MAB1,Mid America Bancorp,USA,NYSE,USD,Common Stock,
MABA,American Biogenetic Sciences Inc,USA,NASDAQ,USD,Common Stock,
MABANEE,Mabanee Co KPSC,USA,NYSE,USD,Common Stock,
MABBX,Morgan Stanley Institutional Fund Inc. - U.S. Focus Real Estate Portfolio,USA,NMFQS,USD,FUND,
MABCX,Morgan Stanley Institutional Fund Inc. - U.S. Focus Real Estate Portfolio,USA,NMFQS,USD,FUND,
MABEX,MABEX,USA,NMFQS,USD,Mutual Fund,
MABFX,MERK ABSOLUTE RETURN CURRENCY FUND INVESTOR,USA,NMFQS,USD,FUND,US34984T5920
MABGX,MABGX,USA,NMFQS,USD,Mutual Fund,
MABHX,MABHX,USA,NMFQS,USD,Mutual Fund,
MABOX,BOND FUND BOND FUND CLASS,USA,NMFQS,USD,FUND,US62823N2036
MACA,Moringa Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG6S23K1085
MACAU,Moringa Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG6S23K1168
MACAW,Moringa Acquisition Corp,USA,NASDAQ,USD,Common Stock,
MACC,Mission Advancement Corp,USA,NYSE,USD,Common Stock,US60501L1017
MACC_old,Macc Private Equities Inc,USA,NYSE,USD,Common Stock,US60501L1017
MACC-U,MACC-U,USA,NYSE,USD,Common Stock,
MACC-WS,MACC-WS,USA,OTCMKTS,USD,Common Stock,
MACCW,Mission Advancement Corp.,USA,PINK,USD,Common Stock,
MACE,Mace Security Intl,USA,PINK,USD,Common Stock,US5543352083
